resonance_rad (um),t (s),Eigenfrequency (Hz),"Velocity, X component (m^4/s)","Velocity, Y component (m^4/s)","Velocity, Z component (m^4/s)",Velocity magnitude (m^4/s),1 (m^3)
20,6.3,6.34E+06,-2.8871E-35+2.6933E-34i,5.9101E-32+8.3271E-34i,-5.7715E-32-1.1305E-34i,8.66E-31,5.82E-14
20,6.3,6.43E+06,9.9429E-35-3.2687E-34i,-1.9799E-31-1.2018E-32i,1.9816E-31+1.2037E-32i,1.15E-30,5.82E-14
20,6.3,1.01E+07,-1.0603E-33-2.8288E-34i,-1.7817E-32-1.8245E-31i,-1.5139E-32-1.8297E-31i,6.93E-31,5.82E-14
20,6.3,1.03E+07,2.3680E-33-1.7583E-33i,7.6445E-32+1.3132E-31i,-2.6467E-32+1.2856E-31i,7.09E-31,5.82E-14
20,6.3,1.03E+07,-4.4752E-34+1.1776E-34i,3.4548E-33-1.6406E-31i,-1.6381E-32-1.5766E-31i,3.17E-31,5.82E-14
20,6.3,1.04E+07,7.2964E-32-2.5912E-31i,-1.8134E-33+2.6577E-34i,-7.3869E-33-3.9792E-33i,1.32E-30,5.82E-14
20,6.3,1.04E+07,-1.7822E-32+2.0397E-32i,-2.6632E-33-6.4727E-33i,1.6719E-33-7.3278E-33i,7.16E-31,5.82E-14
20,6.3,1.06E+07,1.5902E-33-2.3541E-33i,-2.5595E-33+1.2895E-33i,1.5269E-33+8.9635E-34i,4.79E-31,5.82E-14
20,6.3,1.08E+07,-7.5746E-34-4.7782E-33i,-1.8800E-31+4.7743E-32i,1.9822E-31-4.9854E-32i,5.12E-31,5.82E-14
20,6.3,1.09E+07,-9.3492E-33+1.6330E-32i,-4.5388E-33-1.4358E-32i,4.0293E-33+1.7732E-32i,5.41E-31,5.82E-14
20,6.3,1.09E+07,-6.4748E-32-1.8258E-31i,1.8192E-32-3.2367E-33i,-1.3371E-32+1.9710E-33i,9.30E-31,5.82E-14
20,6.3,1.11E+07,7.1728E-33-4.0247E-31i,-7.2216E-34-9.7929E-34i,1.1193E-33+7.9280E-34i,3.65E-31,5.82E-14
20,6.3,1.12E+07,-1.9983E-32-3.2775E-32i,-8.9046E-33+5.1298E-33i,-9.2202E-33+6.7157E-33i,6.90E-31,5.82E-14
20,6.3,1.12E+07,-1.1906E-33+4.8219E-33i,-6.0242E-33-2.2343E-34i,1.3345E-32-2.3985E-33i,8.34E-31,5.82E-14
20,6.3,1.15E+07,-1.8953E-32-1.8535E-31i,1.6601E-33-6.7052E-34i,-3.4584E-33+6.9780E-34i,1.02E-30,5.82E-14
20,6.3,1.18E+07,3.8286E-35+1.0565E-33i,2.5196E-34+7.7823E-34i,-1.1527E-34+1.3861E-33i,6.00E-31,5.82E-14
20,6.3,1.20E+07,8.1408E-34-2.2056E-34i,3.8840E-33-2.2269E-32i,3.6452E-33-1.9420E-32i,3.77E-31,5.82E-14
20,6.3,1.21E+07,-1.9957E-33+1.3056E-34i,-2.0367E-33+1.2065E-33i,-1.6275E-33+1.1116E-33i,7.02E-31,5.82E-14
20,6.3,1.28E+07,3.1677E-32-2.1800E-32i,2.0528E-34+3.6813E-34i,-3.4051E-34-2.8506E-34i,3.37E-31,5.82E-14
20,6.3,1.32E+07,-7.2221E-35-5.3809E-34i,2.8269E-34-8.5776E-34i,-2.8138E-34+2.0332E-34i,5.61E-31,5.82E-14
20,6.3,1.34E+07,-3.8243E-34+5.7718E-35i,-9.7114E-33-7.7479E-34i,8.1912E-33-8.8734E-35i,4.07E-31,5.82E-14
20,6.3,1.39E+07,-5.7386E-35+1.2266E-34i,2.3648E-32-1.0665E-33i,-2.2782E-32+6.4845E-34i,2.08E-31,5.82E-14
20,6.3,1.40E+07,-2.2717E-35+2.4020E-34i,-1.0704E-33-2.0608E-32i,-1.4911E-34-2.3748E-32i,2.25E-31,5.82E-14
20,6.32,3.26E+06,8.3706E-38+4.0901E-35i,-6.9612E-34+7.8414E-35i,8.4242E-34-3.6449E-34i,2.81E-31,5.82E-14
20,6.32,3.42E+06,-5.9018E-36+1.0194E-34i,3.6007E-31-1.3037E-33i,-3.6246E-31-2.8699E-33i,6.53E-31,5.82E-14
20,6.32,3.70E+06,-1.3647E-35-1.5908E-34i,3.6338E-32-4.1562E-31i,4.0873E-32-4.1315E-31i,4.65E-31,5.82E-14
20,6.32,4.14E+06,1.8783E-32+4.8486E-32i,-9.0194E-35-2.1985E-34i,5.3859E-34-4.1633E-34i,4.13E-31,5.82E-14
20,6.32,5.08E+06,1.8218E-35+2.5052E-34i,2.1356E-34-1.0122E-33i,6.3520E-34+4.7820E-34i,7.82E-31,5.82E-14
20,6.32,5.17E+06,1.0313E-34-1.9540E-34i,-1.0732E-31+6.7492E-34i,1.0737E-31+3.2716E-35i,4.37E-31,5.82E-14
20,6.32,6.08E+06,-1.0544E-34-9.0196E-35i,-4.0506E-33-2.0532E-33i,-4.9133E-33-1.9341E-33i,2.96E-31,5.82E-14
20,6.32,6.30E+06,-3.9860E-35+1.9859E-34i,5.4284E-32+3.2101E-33i,-5.3384E-32-2.8309E-33i,5.08E-31,5.82E-14
20,6.32,6.42E+06,1.0357E-34-2.6079E-34i,-1.6536E-31-1.9800E-32i,1.6611E-31+2.0094E-32i,1.18E-30,5.82E-14
20,6.32,1.01E+07,-3.1401E-34+8.1936E-36i,-1.9857E-32-4.8722E-32i,-1.9261E-32-4.9414E-32i,1.72E-31,5.82E-14
20,6.32,1.03E+07,1.2939E-33-1.2391E-33i,6.0205E-32+4.3105E-32i,-1.8994E-32+4.0635E-32i,4.18E-31,5.82E-14
20,6.32,1.03E+07,-1.4380E-34+1.2355E-34i,-1.3557E-32-4.5441E-32i,-1.7871E-32-4.3395E-32i,1.03E-31,5.82E-14
20,6.32,1.04E+07,-2.0080E-32-9.4354E-32i,-8.6238E-34+5.2366E-34i,-2.3931E-33-1.0464E-34i,4.56E-31,5.82E-14
20,6.32,1.04E+07,-7.7450E-33+1.3079E-32i,-1.9803E-33-5.2872E-33i,1.0309E-33-6.0603E-33i,5.79E-31,5.82E-14
20,6.32,1.06E+07,8.8783E-35-6.5511E-34i,-7.1342E-34+3.8973E-34i,3.9914E-34+2.8732E-34i,1.49E-31,5.82E-14
20,6.32,1.08E+07,-1.1118E-33-1.8006E-33i,-4.9998E-32+3.0295E-32i,5.2600E-32-3.1737E-32i,1.55E-31,5.82E-14
20,6.32,1.09E+07,-7.5168E-33+1.1263E-32i,-6.9749E-33-2.5754E-32i,6.7489E-33+2.8767E-32i,4.35E-31,5.82E-14
20,6.32,1.09E+07,-4.9767E-32-4.3367E-32i,7.2037E-33-6.2134E-33i,-6.0392E-33+5.0629E-33i,2.61E-31,5.82E-14
20,6.32,1.11E+07,-1.4142E-32-1.2458E-31i,-3.8281E-34-2.7707E-34i,5.6146E-34+1.9696E-34i,1.26E-31,5.82E-14
20,6.32,1.11E+07,-5.6335E-33-1.1757E-32i,-2.4306E-33+9.8661E-34i,-2.7263E-33+1.6247E-33i,2.08E-31,5.82E-14
20,6.32,1.12E+07,-7.8805E-34+1.9643E-33i,-5.5372E-34-1.6802E-34i,2.9555E-33-5.8184E-34i,2.61E-31,5.82E-14
20,6.32,1.15E+07,-3.8584E-32-8.2938E-32i,6.5040E-34-5.8380E-34i,-1.4102E-33+8.6532E-34i,4.00E-31,5.82E-14
20,6.32,1.17E+07,-2.2768E-34+9.4454E-34i,2.1662E-34+6.5197E-34i,-1.3753E-34+1.3732E-33i,6.07E-31,5.82E-14
20,6.32,1.20E+07,2.0192E-34+1.0987E-34i,6.2266E-33-4.3190E-33i,5.5814E-33-3.7781E-33i,1.37E-31,5.82E-14
20,6.32,1.21E+07,-7.5185E-34+1.7738E-34i,-9.5858E-34+6.7141E-34i,-7.7708E-34+6.1238E-34i,2.79E-31,5.82E-14
20,6.32,1.28E+07,3.7187E-32-1.6666E-32i,1.1957E-34+3.8957E-34i,-2.9996E-34-3.3525E-34i,3.18E-31,5.82E-14
20,6.32,1.33E+07,-2.8789E-34-4.5542E-34i,-4.4994E-35-9.2323E-34i,-1.8199E-34+3.7831E-34i,5.99E-31,5.82E-14
20,6.32,1.34E+07,-3.7257E-34+3.3397E-35i,-7.4843E-33-9.0212E-34i,6.0078E-33+2.7902E-35i,3.90E-31,5.82E-14
20,6.32,1.39E+07,-5.5582E-35+1.1634E-34i,2.3544E-32-1.6128E-33i,-2.2309E-32+8.4515E-34i,2.19E-31,5.82E-14
20,6.32,1.40E+07,-7.4925E-35+1.8140E-34i,4.1329E-33-1.7958E-32i,5.8392E-33-2.0387E-32i,2.20E-31,5.82E-14
20,6.34,3.29E+06,-4.6113E-36+1.0679E-34i,-3.0366E-33+5.6436E-34i,3.4379E-33-1.3865E-33i,7.69E-31,5.82E-14
20,6.34,3.40E+06,-1.1536E-35+8.5951E-35i,3.4669E-31-1.0243E-32i,-3.4884E-31+6.4614E-33i,6.21E-31,5.82E-14
20,6.34,3.70E+06,2.7710E-35-1.4488E-34i,1.4273E-32-4.0403E-31i,1.8602E-32-4.0214E-31i,4.65E-31,5.82E-14
20,6.34,4.25E+06,1.9242E-32+1.4346E-31i,-2.2764E-34-3.9866E-34i,1.3511E-33-6.8241E-34i,1.13E-30,5.82E-14
20,6.34,5.07E+06,7.5035E-35+2.8001E-34i,3.8159E-35-8.8641E-34i,6.7355E-34+2.6666E-34i,7.55E-31,5.82E-14
20,6.34,5.19E+06,2.4014E-34-4.3754E-34i,-2.2456E-31+3.0078E-33i,2.2473E-31-1.5881E-33i,9.41E-31,5.82E-14
20,6.34,6.04E+06,8.0826E-35-3.5384E-34i,5.2964E-34-2.3704E-33i,-9.1742E-34-4.1179E-33i,4.92E-31,5.82E-14
20,6.34,6.25E+06,-4.0607E-35+3.4949E-34i,1.0024E-31-5.5283E-33i,-9.8790E-32+5.7479E-33i,7.72E-31,5.82E-14
20,6.34,6.40E+06,7.8630E-35-2.4310E-34i,-1.4370E-31-6.5068E-33i,1.4488E-31+6.8334E-33i,1.18E-30,5.82E-14
20,6.34,1.02E+07,-7.7459E-34-1.6569E-34i,-1.7943E-32-1.3020E-31i,-1.5884E-32-1.3253E-31i,3.82E-31,5.82E-14
20,6.34,1.03E+07,1.8982E-33-3.0362E-33i,1.3440E-31+2.7927E-32i,-3.5745E-32+4.4087E-32i,7.73E-31,5.82E-14
20,6.34,1.03E+07,-4.8483E-34+3.5955E-34i,-1.2769E-32-1.1903E-31i,-2.3227E-32-1.1884E-31i,2.75E-31,5.82E-14
20,6.34,1.04E+07,2.2285E-32-2.4340E-31i,-3.4272E-33+7.0195E-34i,-4.5493E-33-1.8575E-33i,1.12E-30,5.82E-14
20,6.34,1.04E+07,-4.6599E-33+1.5558E-32i,-2.9568E-33-7.5701E-33i,7.6809E-34-8.7838E-33i,8.29E-31,5.82E-14
20,6.34,1.06E+07,-6.1230E-34-1.4159E-33i,-1.7542E-33+7.8332E-34i,8.2006E-34+7.7796E-34i,3.75E-31,5.82E-14
20,6.34,1.08E+07,-2.0650E-32+1.2148E-32i,6.1453E-33+1.0183E-31i,-7.2291E-33-1.0525E-31i,6.85E-31,5.82E-14
20,6.34,1.09E+07,5.9278E-33-5.7851E-33i,-1.3960E-31-8.4017E-32i,1.4663E-31+8.8896E-32i,4.60E-31,5.82E-14
20,6.34,1.09E+07,-5.8058E-32-1.5359E-31i,4.9097E-32-1.2170E-32i,-4.6197E-32+1.1217E-32i,8.41E-31,5.82E-14
20,6.34,1.11E+07,4.2959E-34-3.4665E-31i,-1.5985E-33-9.6108E-34i,2.2712E-33+7.9310E-34i,3.90E-31,5.82E-14
20,6.34,1.11E+07,8.5578E-33-3.5108E-32i,-5.1012E-33-1.9118E-33i,-7.7347E-33-1.0443E-33i,5.69E-31,5.82E-14
20,6.34,1.12E+07,-3.4275E-33+7.4714E-33i,3.0857E-33-5.7357E-34i,3.8075E-33-2.0792E-33i,7.41E-31,5.82E-14
20,6.34,1.14E+07,-2.7534E-32-2.8722E-31i,2.5342E-33-1.0972E-33i,-4.8585E-33+1.1410E-33i,1.10E-30,5.82E-14
20,6.34,1.17E+07,-6.2373E-34+7.7150E-34i,1.2338E-34+5.8306E-34i,-3.2805E-34+1.3686E-33i,6.20E-31,5.82E-14
20,6.34,1.21E+07,-2.7932E-34+4.4023E-34i,1.1489E-32+1.8423E-32i,1.0189E-32+1.6721E-32i,3.22E-31,5.82E-14
20,6.34,1.21E+07,-1.8457E-33-1.2596E-34i,-4.4868E-33+1.1710E-33i,-3.8714E-33+1.1557E-33i,7.28E-31,5.82E-14
20,6.34,1.28E+07,3.9603E-32-1.6632E-32i,9.1624E-35+3.7918E-34i,-3.1004E-34-3.3418E-34i,3.31E-31,5.82E-14
20,6.34,1.33E+07,-2.1002E-34-4.8674E-34i,1.7875E-34-9.5161E-34i,-2.6870E-34+4.3766E-34i,6.16E-31,5.82E-14
20,6.34,1.34E+07,-3.8907E-34+3.5509E-35i,-5.7977E-33-5.3642E-34i,4.1810E-33-3.1027E-34i,4.06E-31,5.82E-14
20,6.34,1.40E+07,-5.7864E-35+1.0899E-34i,2.3320E-32-1.6617E-33i,-2.1493E-32+3.9714E-34i,2.30E-31,5.82E-14
20,6.34,1.41E+07,-2.9123E-35+2.0853E-34i,-1.0660E-33-2.1642E-32i,3.4912E-34-2.5072E-32i,2.36E-31,5.82E-14
20,6.36,3.33E+06,-9.1480E-36+1.2278E-34i,-8.3827E-33+2.3137E-33i,8.8884E-33-3.3363E-33i,9.28E-31,5.82E-14
20,6.36,3.38E+06,-1.6997E-35+7.4616E-35i,3.3324E-31-1.2522E-32i,-3.3511E-31+9.0478E-33i,5.91E-31,5.82E-14
20,6.36,3.70E+06,6.2081E-35-1.3919E-34i,1.0518E-32-3.9066E-31i,1.4564E-32-3.8910E-31i,4.79E-31,5.82E-14
20,6.36,4.35E+06,2.5374E-32+2.0756E-31i,-4.3331E-34-3.2412E-34i,1.6112E-33-8.9639E-34i,1.53E-30,5.82E-14
20,6.36,5.06E+06,1.1274E-34+3.2097E-34i,-2.6100E-35-8.0070E-34i,6.5603E-34+1.8313E-34i,7.44E-31,5.82E-14
20,6.36,5.21E+06,2.6675E-34-4.6056E-34i,-2.2032E-31+3.1664E-33i,2.2055E-31-1.8163E-33i,9.51E-31,5.82E-14
20,6.36,6.00E+06,2.0068E-34-5.8764E-34i,7.5358E-34+1.2516E-32i,-1.6059E-33+9.3728E-33i,8.68E-31,5.82E-14
20,6.36,6.20E+06,-4.2950E-35+3.7949E-34i,1.0973E-31-9.4648E-33i,-1.0833E-31+9.4237E-33i,7.73E-31,5.82E-14
20,6.36,6.39E+06,7.0278E-35-2.3187E-34i,-1.2289E-31-3.4440E-33i,1.2435E-31+3.7754E-33i,1.14E-30,5.82E-14
20,6.36,1.02E+07,-1.3299E-33-2.5134E-34i,-2.6589E-32-2.1666E-31i,-2.2083E-32-2.2233E-31i,5.43E-31,5.82E-14
20,6.36,1.03E+07,1.8203E-33-3.9010E-33i,1.5288E-31+3.1654E-34i,-4.7462E-32+2.2003E-32i,8.22E-31,5.82E-14
20,6.36,1.03E+07,-9.1260E-34+9.6356E-34i,-2.4680E-32-1.9893E-31i,-4.1063E-32-2.0339E-31i,5.60E-31,5.82E-14
20,6.36,1.04E+07,3.0865E-32-2.5857E-31i,-4.7826E-33+7.0458E-34i,-3.8350E-33-1.9419E-33i,1.14E-30,5.82E-14
20,6.36,1.04E+07,-5.6243E-34+1.3608E-32i,-3.2340E-33-7.9922E-33i,1.8308E-34-9.2592E-33i,8.71E-31,5.82E-14
20,6.36,1.06E+07,-2.4399E-33-1.8553E-33i,-2.7457E-33+1.1747E-33i,1.2153E-33+1.1514E-33i,6.11E-31,5.82E-14
20,6.36,1.09E+07,-1.6918E-32+1.2778E-32i,2.8724E-33+2.2341E-32i,-3.7820E-33-2.2040E-32i,6.35E-31,5.82E-14
20,6.36,1.09E+07,-1.4030E-32-1.3301E-31i,-1.3330E-31+4.1753E-33i,1.4438E-31-4.1552E-33i,8.42E-31,5.82E-14
20,6.36,1.09E+07,-9.1496E-33+5.3151E-32i,-2.0536E-31-6.4493E-32i,2.1315E-31+6.7462E-32i,6.55E-31,5.82E-14
20,6.36,1.11E+07,1.2110E-32-4.3729E-31i,-3.5626E-33-1.5126E-33i,4.5499E-33+1.3108E-33i,5.58E-31,5.82E-14
20,6.36,1.11E+07,2.4312E-33-4.6283E-32i,-4.6394E-33-1.5062E-33i,-1.0404E-32+7.0170E-34i,8.02E-31,5.82E-14
20,6.36,1.12E+07,-8.1725E-33+1.3861E-32i,1.3121E-32-1.0023E-33i,-2.7885E-33-3.0642E-33i,1.08E-30,5.82E-14
20,6.36,1.14E+07,-2.0750E-32-3.5415E-31i,3.1684E-33-1.3050E-33i,-5.7557E-33+1.2652E-33i,1.11E-30,5.82E-14
20,6.36,1.17E+07,-9.6282E-34+6.0335E-34i,1.0318E-34+5.0807E-34i,-3.9717E-34+1.3993E-33i,6.31E-31,5.82E-14
20,6.36,1.21E+07,-1.4855E-33-2.8601E-34i,1.1503E-32+2.0235E-34i,1.0610E-32+4.8732E-34i,7.17E-31,5.82E-14
20,6.36,1.21E+07,-5.8774E-34+1.3440E-33i,1.2468E-32+4.0724E-32i,1.1089E-32+3.7157E-32i,5.69E-31,5.82E-14
20,6.36,1.28E+07,3.7723E-32-2.4656E-32i,1.3421E-34+3.4444E-34i,-3.8311E-34-2.5944E-34i,3.49E-31,5.82E-14
20,6.36,1.34E+07,-5.1898E-34-1.7655E-34i,-6.6163E-34-1.2527E-33i,3.5188E-34+7.4404E-34i,7.21E-31,5.82E-14
20,6.36,1.34E+07,-3.7332E-34-2.2838E-35i,-3.6054E-33-4.2078E-34i,1.9485E-33-4.3134E-34i,4.21E-31,5.82E-14
20,6.36,1.40E+07,-6.0662E-35+1.0315E-34i,2.3023E-32-2.1636E-33i,-2.0212E-32+3.8735E-35i,2.41E-31,5.82E-14
20,6.36,1.41E+07,-9.7184E-36+1.8091E-34i,-3.3057E-33-2.0122E-32i,-1.9810E-33-2.3876E-32i,2.31E-31,5.82E-14
20,6.38,3.36E+06,-2.0011E-35+5.9233E-35i,3.2047E-31-6.1093E-33i,-3.2205E-31+2.9187E-33i,5.68E-31,5.82E-14
20,6.38,3.37E+06,-1.5427E-35+1.2749E-34i,3.5521E-32-1.2177E-32i,-3.5357E-32+1.0709E-32i,9.31E-31,5.82E-14
20,6.38,3.70E+06,8.9235E-35-1.3734E-34i,9.8996E-33-3.7669E-31i,1.3674E-32-3.7538E-31i,4.94E-31,5.82E-14
20,6.38,4.46E+06,2.7085E-32+2.0731E-31i,-5.0880E-34-1.2663E-34i,1.3648E-33-8.7591E-34i,1.44E-30,5.82E-14
20,6.38,5.04E+06,1.6214E-34+3.7333E-34i,-9.2752E-35-7.3783E-34i,6.3382E-34+1.2347E-34i,7.34E-31,5.82E-14
20,6.38,5.22E+06,2.9613E-34-4.8366E-34i,-2.1458E-31+3.2217E-33i,2.1487E-31-1.9328E-33i,9.56E-31,5.82E-14
20,6.38,5.97E+06,2.2564E-34-5.8246E-34i,-1.2175E-33+2.9209E-32i,-3.6520E-33+2.5973E-32i,9.18E-31,5.82E-14
20,6.38,6.15E+06,-3.6006E-35+4.1105E-34i,1.1610E-31-1.6180E-32i,-1.1479E-31+1.5852E-32i,7.95E-31,5.82E-14
20,6.38,6.38E+06,6.6135E-35-2.2853E-34i,-1.0472E-31-2.3488E-33i,1.0639E-31+2.6746E-33i,1.10E-30,5.82E-14
20,6.38,1.02E+07,-1.7242E-33-1.8967E-34i,-3.3914E-32-2.5983E-31i,-2.6000E-32-2.6857E-31i,5.62E-31,5.82E-14
20,6.38,1.03E+07,1.7652E-33-4.9837E-33i,1.6331E-31-2.3101E-32i,-6.1179E-32+1.2329E-33i,8.57E-31,5.82E-14
20,6.38,1.03E+07,-1.1791E-33+2.2045E-33i,-4.0442E-32-2.3736E-31i,-6.0247E-32-2.4900E-31i,9.16E-31,5.82E-14
20,6.38,1.04E+07,2.7932E-32-2.5052E-31i,-5.8965E-33+7.7303E-34i,-2.9891E-33-1.7625E-33i,1.07E-30,5.82E-14
20,6.38,1.05E+07,2.5831E-33+1.1729E-32i,-3.5811E-33-8.3350E-33i,-4.7148E-34-9.6130E-33i,9.04E-31,5.82E-14
20,6.38,1.06E+07,-3.6660E-33-1.3270E-33i,-2.6820E-33+1.0289E-33i,1.1411E-33+9.6337E-34i,6.10E-31,5.82E-14
20,6.38,1.09E+07,-1.7548E-32+1.2076E-32i,1.3620E-33+1.2382E-32i,-2.2009E-33-1.1989E-32i,6.59E-31,5.82E-14
20,6.38,1.09E+07,-2.9739E-32-1.5793E-31i,-3.0902E-32+4.1931E-33i,3.8272E-32-4.8924E-33i,8.93E-31,5.82E-14
20,6.38,1.10E+07,2.5996E-33+1.9267E-32i,-2.3531E-31-1.9815E-32i,2.4557E-31+2.1155E-32i,6.82E-31,5.82E-14
20,6.38,1.11E+07,1.7607E-32-4.1245E-31i,-6.5353E-33-2.0725E-33i,7.5759E-33+1.8803E-33i,6.07E-31,5.82E-14
20,6.38,1.11E+07,-1.3377E-33-3.5418E-32i,-3.4743E-34-1.6408E-33i,-1.0823E-32+1.6450E-33i,7.75E-31,5.82E-14
20,6.38,1.12E+07,-1.1286E-32+1.6180E-32i,2.3245E-32-7.8210E-34i,-1.3115E-32-3.2171E-33i,1.04E-30,5.82E-14
20,6.38,1.14E+07,-1.7276E-32-3.7046E-31i,3.3699E-33-1.4170E-33i,-5.8190E-33+1.3573E-33i,9.71E-31,5.82E-14
20,6.38,1.17E+07,-1.3398E-33+4.1209E-34i,9.6669E-35+4.3277E-34i,-4.6607E-34+1.4427E-33i,6.43E-31,5.82E-14
20,6.38,1.21E+07,-1.6664E-33+2.7086E-34i,7.8860E-34-6.9794E-34i,9.2892E-34-4.7316E-34i,6.96E-31,5.82E-14
20,6.38,1.22E+07,1.5834E-34+1.0761E-33i,4.2058E-32+2.7243E-32i,3.8487E-32+2.5352E-32i,6.90E-31,5.82E-14
20,6.38,1.28E+07,3.7467E-32-2.8531E-32i,1.2976E-34+3.2164E-34i,-4.1944E-34-2.1436E-34i,3.66E-31,5.82E-14
20,6.38,1.34E+07,-4.2451E-34+6.3842E-35i,-1.5007E-33-2.9458E-34i,-2.2028E-34-5.2824E-34i,4.06E-31,5.82E-14
20,6.38,1.34E+07,-1.1608E-34-4.4901E-34i,3.9275E-35-6.2013E-34i,-3.0413E-34+2.7620E-34i,6.39E-31,5.82E-14
20,6.38,1.40E+07,-6.6644E-35+9.9837E-35i,2.2909E-32-3.2340E-33i,-1.8196E-32-6.1569E-34i,2.54E-31,5.82E-14
20,6.38,1.41E+07,4.3280E-36+1.5105E-34i,-5.2645E-33-1.7774E-32i,-3.9402E-33-2.2238E-32i,2.24E-31,5.82E-14
20,6.4,3.35E+06,-2.3897E-35+5.6038E-35i,3.0660E-31-1.1035E-32i,-3.0797E-31+8.0829E-33i,5.41E-31,5.82E-14
20,6.4,3.41E+06,-1.4128E-35+1.1675E-34i,5.7955E-33-2.7863E-33i,-5.4390E-33+1.4833E-33i,9.16E-31,5.82E-14
20,6.4,3.70E+06,1.1107E-34-1.3793E-34i,9.7675E-33-3.6224E-31i,1.3292E-32-3.6114E-31i,5.08E-31,5.82E-14
20,6.4,4.56E+06,3.0151E-32+2.0617E-31i,-5.6064E-34+3.8488E-35i,1.1791E-33-8.8066E-34i,1.35E-30,5.82E-14
20,6.4,5.03E+06,2.3367E-34+4.4155E-34i,-1.6777E-34-6.8165E-34i,6.0859E-34+7.0251E-35i,7.21E-31,5.82E-14
20,6.4,5.24E+06,3.2833E-34-5.0640E-34i,-2.0739E-31+3.2755E-33i,2.0775E-31-2.0392E-33i,9.57E-31,5.82E-14
20,6.4,5.93E+06,2.5332E-34-5.7457E-34i,-5.1992E-33+4.5877E-32i,-7.6598E-33+4.2472E-32i,9.71E-31,5.82E-14
20,6.4,6.10E+06,2.4103E-35+4.4547E-34i,1.1704E-31-3.7129E-32i,-1.1596E-31+3.6396E-32i,8.73E-31,5.82E-14
20,6.4,6.36E+06,6.3206E-35-2.2980E-34i,-8.8087E-32-1.6908E-33i,8.9919E-32+2.0043E-33i,1.06E-30,5.82E-14
20,6.4,1.02E+07,-2.0534E-33-4.5367E-35i,-3.6335E-32-2.7011E-31i,-2.4211E-32-2.7937E-31i,5.25E-31,5.82E-14
20,6.4,1.03E+07,1.8304E-33-6.4543E-33i,1.6425E-31-3.9624E-32i,-7.8899E-32-1.7439E-32i,8.79E-31,5.82E-14
20,6.4,1.03E+07,-6.9429E-34+3.6657E-33i,-3.9183E-32-1.5547E-31i,-5.4713E-32-1.6859E-31i,9.48E-31,5.82E-14
20,6.4,1.04E+07,2.3397E-32-2.4277E-31i,-7.2870E-33+8.5543E-34i,-2.3219E-33-1.7243E-33i,1.00E-30,5.82E-14
20,6.4,1.05E+07,5.1731E-33+9.7887E-33i,-4.1046E-33-8.5465E-33i,-1.3150E-33-9.8363E-33i,9.28E-31,5.82E-14
20,6.4,1.06E+07,-4.6563E-33-7.5416E-34i,-2.6610E-33+8.4475E-34i,1.1072E-33+7.0632E-34i,6.12E-31,5.82E-14
20,6.4,1.09E+07,-1.8418E-32+1.1439E-32i,7.4673E-34+8.4009E-33i,-1.5624E-33-8.2408E-33i,6.86E-31,5.82E-14
20,6.4,1.09E+07,-2.8588E-32-1.5165E-31i,-1.4776E-32+2.5533E-33i,2.1368E-32-3.2252E-33i,8.60E-31,5.82E-14
20,6.4,1.10E+07,3.9699E-33+2.3358E-32i,-2.1981E-31-8.4159E-33i,2.2946E-31+9.1334E-33i,6.52E-31,5.82E-14
20,6.4,1.11E+07,2.1060E-32-3.8299E-31i,-1.4486E-32-3.7416E-33i,1.5757E-32+3.5972E-33i,6.58E-31,5.82E-14
20,6.4,1.11E+07,-3.0561E-33-2.1957E-32i,8.3178E-33-2.5585E-33i,-1.5236E-32+2.2442E-33i,7.40E-31,5.82E-14
20,6.4,1.11E+07,-1.2848E-32+1.8213E-32i,3.4925E-32+2.4207E-34i,-2.5389E-32-3.9471E-33i,9.67E-31,5.82E-14
20,6.4,1.14E+07,-1.5382E-32-3.7968E-31i,3.5706E-33-1.5432E-33i,-5.8554E-33+1.4830E-33i,8.47E-31,5.82E-14
20,6.4,1.16E+07,-1.7741E-33+1.8665E-34i,1.0292E-34+3.5094E-34i,-5.4083E-34+1.4966E-33i,6.56E-31,5.82E-14
20,6.4,1.21E+07,-1.6211E-33+5.7946E-34i,-2.0581E-34-4.1260E-34i,2.5549E-35-2.3061E-34i,6.85E-31,5.82E-14
20,6.4,1.22E+07,7.5026E-34+5.3763E-34i,4.8935E-32-9.5625E-33i,4.5417E-32-8.5393E-33i,6.88E-31,5.82E-14
20,6.4,1.28E+07,3.7649E-32-3.1420E-32i,1.1068E-34+3.0286E-34i,-4.4865E-34-1.7529E-34i,3.76E-31,5.82E-14
20,6.4,1.34E+07,-4.2549E-34+4.2067E-35i,8.3192E-34-1.7673E-34i,-2.6008E-33-6.3638E-34i,4.01E-31,5.82E-14
20,6.4,1.35E+07,-1.5802E-34-4.2370E-34i,1.1483E-34-6.8005E-34i,-3.4216E-34+4.3072E-34i,6.42E-31,5.82E-14
20,6.4,1.41E+07,-8.2472E-35+1.0524E-34i,2.3901E-32-6.2044E-33i,-1.4312E-32-2.4819E-33i,2.80E-31,5.82E-14
20,6.4,1.41E+07,3.4617E-35+1.1366E-34i,-9.5442E-33-1.2547E-32i,-9.2933E-33-1.9222E-32i,2.34E-31,5.82E-14
20,6.42,3.33E+06,-2.6375E-35+5.0505E-35i,2.9310E-31-1.1559E-32i,-2.9428E-31+8.8302E-33i,5.24E-31,5.82E-14
